,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
131,Single,8,2,Communication Design,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Graduate
132,Single,1,4,Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,9,1,0,0,1,0,0,19,0,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Graduate
133,Single,8,6,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,4,4,1,0,0,1,0,0,19,0,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
134,Single,14,1,Social Service,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,8,0,0,0,1,0,0,20,0,5,9,15,9,11.666666666666666,0,2,7,8,7,11.714285714285714,0,7.6,2.6,0.32,Graduate
135,Single,1,1,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,4,10,0,0,1,0,0,1,19,0,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
136,Single,8,1,Advertising and Marketing Management,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,6,1,0,0,1,0,0,20,0,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Graduate
137,Single,1,1,Journalism and Communication,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,20,39,0,0,1,1,0,1,18,0,0,6,6,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
139,Single,9,1,Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,5,9,0,0,0,1,0,0,18,0,0,7,8,7,17.125,0,0,8,8,8,17.5875,0,13.9,-0.3,0.79,Graduate
140,Single,1,5,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,0,0,19,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
141,Single,1,6,Journalism and Communication,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,5,5,1,0,0,1,0,1,19,0,0,6,8,6,12.666666666666666,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Graduate
143,Single,1,3,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Other—11th Year of Schooling,10,11,1,0,0,1,0,1,19,0,0,6,7,6,11.333333333333334,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
144,Single,1,3,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,8,1,0,0,1,0,1,19,0,0,7,10,7,13.605,0,0,8,11,8,12.33125,0,15.5,2.8,-4.06,Graduate
145,Single,8,5,Basic Education,1,1,1,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,7,1,0,0,1,0,1,19,0,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Graduate
146,Single,1,4,Tourism,1,1,1,Other—11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,0,0,19,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
147,Single,8,1,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,10,11,1,0,0,1,0,0,20,0,0,6,8,5,11.2,0,0,6,12,3,11.666666666666666,0,7.6,2.6,0.32,Dropout
148,Single,1,1,Management,1,1,1,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3,11,0,0,0,1,0,0,18,0,0,5,10,5,13.375,0,0,5,9,5,14.166666666666666,0,13.9,-0.3,0.79,Graduate
149,Single,1,1,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,0,0,0,1,0,1,20,0,0,7,8,6,13.863333333333337,0,0,8,9,7,14.178571428571429,0,11.1,0.6,2.02,Graduate
151,Single,1,1,Veterinary Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,8,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
153,Single,1,1,Basic Education,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,1,0,0,1,0,0,18,0,0,6,7,6,13.333333333333334,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Graduate
154,Single,14,1,Basic Education,1,1,1,Higher Education—degree,Basic education 1st cycle (4th/5th year) or equivalent,3,6,1,0,0,1,0,0,21,0,0,6,10,3,12.666666666666666,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
155,Single,1,1,Basic Education,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,7,7,0,0,0,1,0,0,19,0,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
156,Single,1,1,Management,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,0,0,0,1,0,1,18,0,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Graduate
157,Single,8,2,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,8,10,1,0,0,1,0,1,18,0,0,6,8,6,12.25,0,0,6,7,6,11.857142857142858,0,12.7,3.7,-1.7,Graduate
158,Single,1,3,Social Service,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,11,1,0,0,1,0,0,20,0,0,6,10,4,11.0,0,0,6,9,6,11.833333333333334,0,9.4,-0.8,-3.12,Graduate
159,Single,12,1,Social Service (evening attendance),0,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,7,9,0,0,0,1,0,1,24,0,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Graduate
160,Single,1,1,Advertising and Marketing Management,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,5,2,0,0,0,1,0,0,19,0,0,6,6,6,13.166666666666666,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
161,Single,1,1,Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,10,8,1,0,0,1,0,1,18,0,0,7,9,7,12.855555555555554,0,0,8,12,7,12.761111111111113,0,15.5,2.8,-4.06,Graduate
162,Single,1,2,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,0,0,18,0,0,7,8,7,14.91875,0,0,8,8,8,15.355,0,15.5,2.8,-4.06,Graduate
163,Single,8,5,Basic Education,1,1,1,Other—11th Year of Schooling,Other—11th Year of Schooling,5,5,1,0,0,1,0,0,21,0,0,6,13,4,11.5,0,0,6,10,3,11.0,0,10.8,1.4,1.74,Dropout
164,Single,8,2,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,5,0,0,0,1,0,0,19,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
165,Single,8,1,Journalism and Communication,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,8,8,0,0,0,1,0,1,19,0,0,6,6,6,12.5,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate
167,Single,8,3,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,9,0,0,0,1,0,0,19,0,0,6,10,5,11.666666666666666,0,0,6,12,4,11.0,0,13.9,-0.3,0.79,Graduate
168,Single,12,1,Nursing,1,3,1,Higher Education—bachelor’s degree,Higher Education—bachelor’s degree,2,2,0,0,0,1,0,0,29,0,1,8,8,7,14.257142857142856,0,1,8,8,7,14.257142857142856,0,12.7,3.7,-1.7,Graduate
169,Single,14,1,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,9,1,0,0,1,0,0,21,0,0,6,13,3,12.0,0,0,6,12,2,11.333333333333334,0,16.2,0.3,-0.92,Dropout
171,Single,8,2,Oral Hygiene,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,4,11,0,0,0,1,0,0,20,0,0,7,8,7,12.457142857142856,0,0,8,8,8,13.5625,0,15.5,2.8,-4.06,Graduate
172,Single,8,1,Nursing,1,1,1,Higher Education—bachelor’s degree,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,6,1,0,0,1,0,0,19,0,0,7,7,6,11.683333333333332,0,0,7,7,6,11.683333333333332,0,7.6,2.6,0.32,Graduate
173,Single,13,1,Social Service (evening attendance),0,1,1,General commerce course,Higher Education—bachelor’s degree,5,7,0,0,0,1,0,0,26,0,0,6,10,3,11.666666666666666,0,0,6,8,5,12.0,0,9.4,-0.8,-3.12,Graduate
174,Single,8,2,Tourism,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,9,1,0,1,0,0,0,20,0,0,6,8,4,11.75,0,0,6,6,6,13.166666666666666,0,11.1,0.6,2.02,Dropout
176,Single,12,1,Basic Education,1,1,1,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,0,0,0,1,0,0,27,0,0,6,9,5,13.2,0,0,6,10,5,12.0,0,7.6,2.6,0.32,Graduate
177,Single,1,2,Nursing,1,1,1,2nd cycle of the general high school course,Unknown,12,12,1,0,0,1,0,0,20,0,0,7,8,4,11.95,0,0,7,8,4,11.95,0,7.6,2.6,0.32,Dropout
178,Single,1,5,Basic Education,1,1,1,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,6,1,0,0,1,0,0,18,0,0,6,8,5,12.4,0,0,6,12,5,10.4,0,9.4,-0.8,-3.12,Dropout
179,Single,4,1,Nursing,1,3,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,10,6,0,0,0,1,0,0,33,0,2,7,8,6,14.35,0,3,8,10,6,14.583333333333334,0,16.2,0.3,-0.92,Dropout
180,Single,14,1,Basic Education,1,1,1,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,4,4,1,0,0,1,0,0,35,0,19,21,21,21,12.61904761904762,0,13,19,19,19,12.789473684210526,0,12.4,0.5,1.79,Graduate
182,Single,12,1,Journalism and Communication,1,12,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,4,5,0,0,1,0,0,0,27,0,0,6,6,5,12.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
183,Single,9,3,Communication Design,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,6,6,1,0,0,0,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Dropout
184,Single,8,2,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,7,0,0,0,1,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
185,Single,9,2,Management,1,1,1,Higher Education—degree,Higher Education—degree,6,8,1,0,1,0,0,0,20,0,0,5,9,3,10.0,0,0,5,9,3,10.571428571428571,0,10.8,1.4,1.74,Dropout
187,Single,8,3,Nursing,1,1,1,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,10,5,1,0,0,1,0,1,18,0,0,7,7,6,13.05,0,0,7,7,6,13.05,0,7.6,2.6,0.32,Graduate
188,Single,12,1,Veterinary Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,10,1,0,0,1,0,0,24,0,0,6,10,2,11.0,0,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
189,Single,8,4,Communication Design,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,5,2,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,6,6,12.0,0,16.2,0.3,-0.92,Graduate
190,Single,1,1,Tourism,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,9,0,0,0,1,0,1,21,0,0,6,7,6,12.0,0,0,6,6,6,12.5,0,13.9,-0.3,0.79,Graduate
192,Single,12,1,Management,1,1,1,Other—11th Year of Schooling,Higher Education—degree,5,4,1,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
193,Single,16,1,Basic Education,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,11,0,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
194,Single,1,4,Nursing,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,9,1,0,0,1,0,0,18,0,0,8,8,7,12.242857142857144,0,0,8,8,7,12.242857142857144,0,12.7,3.7,-1.7,Graduate
195,Single,12,1,Management (evening attendance),0,15,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,4,5,1,0,0,1,0,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
196,Single,9,6,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,6,1,0,0,1,0,0,18,0,0,8,8,8,12.93375,0,0,8,8,8,12.93375,0,9.4,-0.8,-3.12,Graduate
197,Single,4,1,Informatics Engineering,1,3,1,Higher Education—degree,Higher Education—bachelor’s degree,3,3,0,0,0,1,0,0,35,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
198,Single,1,1,Basic Education,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,4,9,0,0,0,1,0,0,18,0,0,7,9,7,12.571428571428571,0,0,7,8,7,14.428571428571429,0,11.1,0.6,2.02,Graduate
200,Single,1,1,Veterinary Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,8,1,0,0,1,0,0,19,0,0,5,9,4,13.75,0,0,5,13,4,14.333333333333334,2,10.8,1.4,1.74,Graduate
201,Single,1,4,Social Service,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,1,1,0,0,1,0,0,20,0,0,6,8,6,11.166666666666666,0,0,6,6,6,11.333333333333334,0,7.6,2.6,0.32,Graduate
202,Single,1,4,Nursing,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,8,8,1,0,0,1,0,0,18,0,0,8,8,7,12.324285714285711,0,0,8,8,7,12.324285714285711,0,10.8,1.4,1.74,Graduate
203,Single,15,1,Social Service,1,14,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,6,11,0,0,1,1,0,0,21,0,3,6,6,6,12.166666666666666,0,2,6,7,6,11.714285714285714,0,13.9,-0.3,0.79,Graduate
204,Single,8,2,Social Service,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,10,9,0,0,0,1,0,1,18,0,0,6,11,5,11.142857142857142,0,0,6,11,4,11.25,0,16.2,0.3,-0.92,Graduate
205,Single,1,1,Social Service,1,1,1,2nd cycle of the general high school course,Unknown,1,1,1,0,0,1,0,0,18,0,0,6,9,4,11.0,0,0,6,9,4,10.75,0,7.6,2.6,0.32,Graduate
206,Single,1,2,Nursing,1,1,1,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,10,10,1,0,0,1,0,0,18,0,0,8,8,7,12.914285714285713,0,0,8,8,7,12.914285714285713,0,12.7,3.7,-1.7,Graduate
207,Single,1,4,Journalism and Communication,1,1,1,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,2,5,1,0,0,1,0,1,18,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.166666666666666,0,16.2,0.3,-0.92,Graduate
208,Single,1,1,Veterinary Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,9,8,1,0,0,1,0,0,19,0,0,6,8,6,13.857142857142858,0,0,6,9,5,13.4,0,13.9,-0.3,0.79,Graduate
209,Single,12,1,Tourism,1,12,1,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3,4,0,0,0,1,0,1,36,0,0,6,7,6,13.714285714285714,0,0,6,6,5,12.8,0,16.2,0.3,-0.92,Dropout
210,Single,1,2,Nursing,1,1,1,Supplementary Accounting and Administration,Secondary Education—12th Year of Schooling or Equivalent,8,5,1,0,0,1,0,1,18,0,0,8,8,7,12.642857142857142,0,0,8,8,7,12.642857142857142,0,12.7,3.7,-1.7,Graduate
211,Single,1,1,Nursing,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,18,0,0,7,7,6,12.916666666666666,0,0,7,7,6,12.916666666666666,0,7.6,2.6,0.32,Graduate
212,Single,14,1,Equiniculture,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,10,3,1,0,0,1,0,1,20,0,0,6,8,6,15.625,0,0,6,8,6,15.857142857142858,0,13.9,-0.3,0.79,Graduate
213,Single,12,1,Management (evening attendance),0,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
214,Single,14,1,Journalism and Communication,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,5,6,0,0,0,1,0,0,21,0,0,6,8,6,11.714285714285714,0,0,6,7,6,12.0,0,7.6,2.6,0.32,Graduate
216,Single,9,1,Management,1,1,1,General commerce course,Higher Education—degree,6,6,1,0,0,1,0,1,19,0,0,5,7,5,11.6,0,0,5,5,5,11.6,0,12.4,0.5,1.79,Graduate
217,Single,12,1,Social Service (evening attendance),0,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,9,8,1,0,0,1,0,0,24,0,0,6,11,1,10.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout
218,Single,12,1,Social Service (evening attendance),0,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,5,0,0,0,1,0,1,27,0,0,6,16,1,10.0,0,0,6,13,0,0.0,0,8.9,1.4,3.51,Dropout
219,Single,8,1,Veterinary Nursing,1,1,1,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,2,4,0,0,0,1,0,0,21,0,0,5,10,0,0.0,1,0,5,9,2,13.5,0,7.6,2.6,0.32,Dropout
220,Single,1,1,Management,1,1,1,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,8,8,0,0,0,1,0,1,18,0,0,5,7,4,13.0,0,0,5,8,3,12.333333333333334,0,9.4,-0.8,-3.12,Graduate
221,Married,1,4,Basic Education,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,6,8,0,1,0,1,0,1,19,0,0,6,6,6,13.333333333333334,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduate
222,Single,1,3,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,4,4,1,0,0,1,0,0,18,0,0,6,9,4,11.25,0,0,6,13,2,12.5,0,9.4,-0.8,-3.12,Dropout
223,Single,16,1,Nursing,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,6,10,0,0,0,1,0,1,19,0,0,7,9,5,13.85,0,0,8,9,7,12.19285714285714,0,11.1,0.6,2.02,Graduate
224,Single,9,1,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,5,6,1,0,0,1,0,1,19,0,0,7,8,6,13.741666666666667,0,0,8,9,7,14.9125,0,16.2,0.3,-0.92,Graduate
225,Married,4,1,Management (evening attendance),0,17,1,Cannot read or write,Higher Education—doctorate,4,4,0,0,0,1,0,0,33,0,2,6,7,6,15.333333333333334,0,0,5,5,5,15.8,0,11.1,0.6,2.02,Graduate
226,Married,4,1,Management,1,3,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—master’s degree,4,11,0,0,0,1,0,0,45,0,0,5,6,5,11.0,0,0,5,5,5,13.8,0,12.4,0.5,1.79,Graduate
227,Single,1,1,Social Service,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,10,10,0,0,0,1,0,1,20,0,0,6,6,6,12.0,0,0,6,7,6,12.857142857142858,0,11.1,0.6,2.02,Graduate
228,Single,12,2,Advertising and Marketing Management,1,1,1,2nd cycle of the general high school course,Unknown,1,1,1,0,0,1,0,0,28,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
229,Single,14,1,Nursing,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,6,9,1,0,0,1,0,1,19,0,0,8,15,7,11.571428571428571,0,0,8,15,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate
230,Single,1,2,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,5,6,1,0,0,1,0,0,18,0,0,6,10,6,12.857142857142858,0,0,6,6,3,12.666666666666666,0,12.7,3.7,-1.7,Graduate
231,Single,12,1,Tourism,1,3,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,5,7,0,0,0,1,0,0,38,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
232,Single,1,2,Advertising and Marketing Management,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,5,4,0,0,0,1,0,0,19,0,0,5,5,5,13.0,0,0,5,5,5,13.2,0,9.4,-0.8,-3.12,Graduate
233,Single,1,1,Tourism,1,1,1,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,21,0,0,6,9,5,11.0,0,0,6,8,5,12.0,0,15.5,2.8,-4.06,Graduate
234,Single,1,1,Management,1,1,1,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,10,11,0,0,0,1,0,0,21,0,0,5,12,3,12.0,0,0,5,12,1,15.0,3,16.2,0.3,-0.92,Dropout
235,Single,1,1,Social Service,1,1,1,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,10,10,0,0,0,1,0,1,22,0,0,6,6,5,12.6,0,0,6,6,6,13.0,0,10.8,1.4,1.74,Graduate
236,Single,1,1,Basic Education,1,1,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,8,0,0,0,1,0,1,18,0,0,6,8,5,13.4,0,0,6,7,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate
237,Single,8,2,Social Service,1,1,1,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,4,10,0,1,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,0,6,9,6,11.571428571428571,0,15.5,2.8,-4.06,Graduate
238,Single,1,1,Equiniculture,1,1,1,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,10,10,1,0,0,0,0,0,25,0,0,5,14,4,13.5,2,0,5,10,4,14.25,0,9.4,-0.8,-3.12,Dropout
239,Single,12,1,Veterinary Nursing,1,12,1,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,8,0,0,1,0,0,0,24,0,2,6,11,3,11.75,0,1,6,14,3,10.333333333333334,0,16.2,0.3,-0.92,Dropout
242,Single,1,2,Management,1,1,1,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,6,6,1,0,0,1,0,1,20,0,0,5,5,5,11.6,0,0,5,5,5,13.6,0,12.4,0.5,1.79,Graduate
243,Single,12,1,Management,1,1,1,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,10,2,0,0,0,0,0,0,25,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
244,Single,1,1,Management,1,1,1,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,10,11,0,0,0,1,0,1,20,0,5,10,13,9,12.9,0,4,10,12,10,12.363636363636363,0,8.9,1.4,3.51,Graduate
